what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210376573
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210380681
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210381536
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210402385
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210405255
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210405822
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233210414854
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210414993
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210433447
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210436280
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210446139
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210447636
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210452262
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210455107
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210468414
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210470161
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210474128
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210476811
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210493241
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210494555
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210513352
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210516829
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210521456
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210522556
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210527121
