what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140252086
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140259644
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140260952
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140284464
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140287590
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140295592
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140296748
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233140300928
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140302898
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140307402
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140312313
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140314110
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140317115
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140324966
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140326133
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233140331135
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140333537
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233140337902
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140340057
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140342489
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140344908
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140347847
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140358081
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233140359415
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140410163
