what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205551051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205551834
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205552346
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205552837
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205553615
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205554895
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205555582
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205555956
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205574465
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205580303
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205591065
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205591962
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205601420
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205604434
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205607976
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205608799
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205615118
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205617938
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205622423
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205623146
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205627651
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205630616
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205639593
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205640476
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205641668
