what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220228711
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220233113
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220236689
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220248901
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220252091
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220252761
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233220254764
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220254854
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220336583
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220337492
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220338531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220346327
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220347706
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220348538
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220366445
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220369330
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220399184
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220400483
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220406647
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220409661
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220476230
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220479983
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220554335
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220555665
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220621024
