what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087519561
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087532478
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087558440
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087559821
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087559920
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087598109
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233087605826
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1233087606656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087608599
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087612686
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1233087612701
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1233087615023
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1233087615024
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087615830
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087617681
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1233087617698
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233087617698
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087619680
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087634804
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233087661769
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087664508
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087672360
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233087672410
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233087672435
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233087674801
