what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233030982617
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233030997305
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233030998928
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233031003279
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031004496
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031029269
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031030921
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031031940
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031035209
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031060432
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031062273
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031199592
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1233031199612
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031202631
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233031211181
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031212242
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031212637
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031218469
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031228817
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1233031228836
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031230532
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031233742
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233031244544
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233031244736
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233031244948
