what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220833847
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220837408
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220840340
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220895773
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220896895
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220904497
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220907532
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220932651
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220933485
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220947355
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220950126
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220972629
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220973650
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221058264
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221096765
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221099767
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221105135
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233221136099
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233221139547
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221143333
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233221146054
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233221161540
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221162522
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233221170247
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233221172943
