what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023341954
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023347846
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023363975
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023369464
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023438730
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023439929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023463784
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233023467609
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233023474219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023488946
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023505832
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023512725
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023580672
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023581494
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023635043
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023636247
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023692169
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023699185
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023715444
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233023731226
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233023771461
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023783571
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233023887240
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233023918949
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233023920407
