what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016385682
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016401524
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016411062
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016423346
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016428551
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233016435307
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233016445997
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016454866
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016467074
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233016486725
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233016487546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016508668
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016520722
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016527240
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016539983
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016546039
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016556100
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233016562328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017016079
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017016856
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017281487
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017284702
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017286272
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233017287426
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233017369994
