what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146279635
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146282439
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146428766
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146429897
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146444391
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146447284
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146511485
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146512782
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146517849
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146520598
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146529422
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146530155
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146535379
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146536359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146561563
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146629744
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146649949
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146652901
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146653428
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233146656222
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146656354
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146668530
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146671101
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233146748844
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233146750029
