what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1233036987276
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1233036987372
stopped,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1233036987509
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1233078908884
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1233078909071
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233078926608
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079074961
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233079076849
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233079076911
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079079704
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079090810
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079092051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079294197
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233079573262
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233082613485
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233082626319
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233082653035
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233082654521
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233082671772
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233083128852
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233083133538
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233083137080
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233083137149
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233083282964
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1233083283064
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233083287197
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233083290212
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233083334312
