what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977652781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977654604
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977666778
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977680938
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977700975
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977708489
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977728426
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977731996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977738254
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977770110
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977772701
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977826370
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977828620
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.saveAll,1232977829871
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977830511
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977873054
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977876539
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977883839
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977886723
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977887954
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232977972563
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977976139
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977979915
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977983222
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232977992468
