what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976249713
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976253069
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976262191
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976264758
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232976269365
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976270554
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976271603
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976271893
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976298492
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1232976298515
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976305798
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232976321693
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232976322006
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232976328820
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232976329131
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1232976379308
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976382211
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976386397
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976445107
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976448491
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1232976487171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976513178
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232976532332
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976542422
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232976562204
