what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233212392870
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212424450
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212427462
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212462751
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212463787
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233212483395
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233212484766
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233212517021
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212522870
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212523635
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233212544809
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233212546045
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212551132
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212553871
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212554412
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233212558408
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212558533
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212561389
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212564298
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212630125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212633932
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212652844
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212653662
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233212657457
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233212660185
