what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222029453
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222030309
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222042729
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222045604
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222064486
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222065679
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222072160
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222075124
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222091261
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222092267
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222147504
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222150275
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222173654
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222174529
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222185995
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222189061
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222240084
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222241227
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222246112
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222248843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222279799
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222280695
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233222291263
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222294122
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233222339054
