what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233186279463
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233186280605
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233186299328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193751422
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193751884
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193815038
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193815081
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193816720
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233193820004
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233196195372
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233196195732
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203239613
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203241879
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203262404
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203263440
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203324621
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203368094
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203407955
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203409928
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203415813
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203416669
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203425375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203426690
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203428007
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203495121
