what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233014126655
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014145938
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014157777
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014186368
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014198369
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233014198386
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014219412
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014241452
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233014242930
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233014247220
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014328241
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014338008
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233014352543
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233014363958
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233014366243
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014370577
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014376585
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233014413365
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233014414513
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233014416673
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014426453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014446058
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233014446076
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233014465662
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233014472119
