what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233219905786
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233219906628
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233219921536
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233219924607
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233219977790
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233219978979
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233219980128
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233219986847
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233219994422
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233219995653
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233219998464
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220025308
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220026422
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220067337
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220070752
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233220077106
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233220078455
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220181547
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220182924
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233220184644
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220186619
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220198348
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220200314
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233220205361
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233220227354
