what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138069569
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138072467
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138081414
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138082658
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138100308
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138102997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138115324
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138116519
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138145228
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138146985
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233138160496
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233138160680
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233138160912
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233138161440
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138162881
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138166102
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138183549
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138186362
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233138226220
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233138227265
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233138228481
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138233582
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138236255
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233138269213
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233138277707
