what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985056094
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985079226
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232985080580
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232985089082
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985112243
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985118311
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985126417
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985156496
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985167195
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985194221
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985202501
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985219227
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232985220557
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232985273582
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985276563
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985337985
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985346939
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985357399
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985360544
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985370903
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985372557
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985386698
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985988340
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232986981702
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232986988794
