what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233140422556
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140425196
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140427892
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140430235
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140431895
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233140450964
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140452611
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233140454107
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140458503
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140461446
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140477595
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140478697
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140491091
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140493967
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140505634
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233140507215
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140535532
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140547806
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140550933
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140560328
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140562543
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140577965
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140580689
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233140590840
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233140591682
