what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205666791
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205669725
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205672746
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205673505
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205680187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205683064
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205690997
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205691915
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205699915
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205702981
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205708272
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205709639
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205716251
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205718997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205741598
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205742676
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205748214
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205751157
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205798044
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205799248
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205803601
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205806694
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205849763
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205849843
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205854381
