what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233013405977
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233013410654
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233013418794
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013423714
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013438287
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013448202
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013458335
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233013458347
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013486689
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013515063
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233013515080
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233013543116
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233013543791
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013571929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013580213
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013592153
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013597310
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013612386
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013622046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233013626473
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233013627838
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013653187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233013701699
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233013704299
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233013709563
