what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215329198
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233215334996
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233215393139
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233215395968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233215397374
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233215398814
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215407953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215411042
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215411677
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233215419467
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215419596
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215456904
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215459965
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215460601
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233215463186
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215463275
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215471506
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215474415
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215475035
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233215479709
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215479845
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215485307
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215488567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233215531612
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233215533181
