what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022292712
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022344606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022360517
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233022370716
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233022374743
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233022378600
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233022381476
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022385435
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022396489
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233022399784
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233022400176
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233022400219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022514199
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022516840
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233022520072
closed,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233022520073
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022524572
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022535881
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022576719
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022579106
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233022586099
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233022588006
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022593921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233022605852
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233022608839
