what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204520424
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204521839
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204522662
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233204527242
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204528414
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204529629
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233204530310
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204531875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204534793
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204759821
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204760960
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204768131
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204770981
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204834163
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204835743
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204836908
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205170197
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205172951
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205175113
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233205183801
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233205189062
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205192853
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205195682
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205217549
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205218780
