what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230050788
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233230054475
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230054633
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230061675
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230064820
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230078025
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230079429
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233230091981
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230094033
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230105033
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230202220
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230205648
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230333174
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230335146
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230336918
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230337748
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230377380
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230377485
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233230401156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230404100
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230419555
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230423126
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230488182
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230491936
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233230523078
