what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216718451
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216721219
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216726916
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216727931
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216732708
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216774209
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216777187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216782825
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216783654
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216784629
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216786922
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216787191
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216787632
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216788136
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216794609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216795065
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216795344
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216795569
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216795792
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216796049
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216796263
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216796517
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216796761
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216797064
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233216797506
