what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011378211
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233011389089
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233011390245
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011428077
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011428849
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233011453982
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011454000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233011638486
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011647656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011648242
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233011653286
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011653384
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011661646
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011663957
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011679797
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011680507
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233011683612
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011683724
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.DebugLast,1233011705377
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011716592
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011720362
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233011721193
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233011723414
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233011723584
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233011852261
