what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031370623
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031373604
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031405064
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031406844
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031453687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031517246
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031533774
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031536685
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031558487
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031560525
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233031571068
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031571835
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1233031571857
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031577040
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233031616315
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031617163
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233031619937
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031626824
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233031650034
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233031652429
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031659153
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031662547
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031700435
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031704060
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031705777
