what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216105274
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216119725
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216120386
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216124457
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216127333
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216202666
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216203642
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216339396
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216342736
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216349689
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216350857
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233216373602
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233216374548
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216376702
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216380460
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216393036
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216394221
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1233216397585
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216409337
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216442151
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216462799
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216465934
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233216473945
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216475180
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216479784
