what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017373541
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017393711
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233017394898
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233017403058
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017413646
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017439748
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017454959
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017462519
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017487552
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017539716
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233017563776
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018160282
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018161186
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018191624
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233018193704
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018195760
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018219399
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233018229463
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233018294642
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018297650
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018298260
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233018300178
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233018300295
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233018367398
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233018370113
