what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208622130
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208623671
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208629931
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208633208
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208643020
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208643727
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208645626
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208649820
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208652798
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208702470
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208703358
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208709467
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208709587
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208711338
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208717316
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208720487
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208726778
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208727636
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208730715
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208740078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208743439
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233208790510
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208791760
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208793523
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233208798798
