what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205857347
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233205946267
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205947377
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233205950031
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233206031157
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206032359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233206037524
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206038248
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233206073772
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206075443
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206076268
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206077083
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233206083133
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233206086466
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233206087042
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233206091481
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233206091606
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206099818
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206101394
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233206102666
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233206108562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233206111545
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233206202150
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233206205130
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233206214775
