what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233213845259
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233213846469
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233213857972
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233213859732
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233213864661
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233213867451
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233213908068
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233213908948
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233213997265
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214005365
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214008122
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214018476
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214019349
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233214036695
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233214037223
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214038784
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214041767
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214047368
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214048768
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214066490
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214069268
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233214104551
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214105781
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214125275
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233214146624
