what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1232975763715
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975772625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975775926
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232975787530
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975802048
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975809897
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.customizePerspective,1232975809909
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975830273
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975832615
started,bundle,org.eclipse.ui.navigator,3.3.101.M20080827-0800,org.eclipse.ui.navigator,1232975832868
started,bundle,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.resources,1232975833035
opened,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1232975833258
activated,perspective,org.python.pydev,1.4.2,org.python.pydev.ui.PythonPerspective,1232975833300
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1232975833321
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1232975833321
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1232975835885
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975845634
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975850430
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975854522
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232975865461
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232975865554
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232975865586
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1232975866710
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232975868997
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1232975876050
