what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232988858170
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232988859046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993248523
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993258138
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993263893
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232993264792
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993288422
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993709933
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993711209
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993767826
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993768025
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993769574
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993824711
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993869952
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993874304
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993875598
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993877858
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232993882434
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994018994
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994129208
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994129530
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994370832
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994400145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232994591672
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232994618178
