what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233031709858
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031726122
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031909468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031915766
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233031992758
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032001650
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032003887
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032014570
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032017460
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032034580
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032036625
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233032051097
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233032051896
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233032052430
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233032053136
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032083719
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032085011
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032091503
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032092556
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032105481
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032108608
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032169131
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233032178521
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032179511
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032183116
