what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233088269828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233088271388
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233088272067
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233088294106
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233088418399
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233088422558
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233088426532
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233088449589
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233088452356
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233088459366
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233088472577
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233088475156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233088481975
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1233088481986
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1233088481986
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233088492536
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516045
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516545
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516577
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516611
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516643
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516677
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516710
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516743
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233088516776
