what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232984523442
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232984524510
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984533573
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984541603
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1232984546908
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984550613
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984554602
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984562450
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984566898
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984607697
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984611644
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984617976
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984621876
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984628124
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984806216
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984809995
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984815152
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984840580
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984890493
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984920863
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984925186
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984931568
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984961943
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984976094
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232985049877
