what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209350586
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209361517
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209365382
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209366053
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209374254
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209379457
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233209391664
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233209394228
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233209395865
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233209398552
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209408241
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209411512
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209412181
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209416972
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209417084
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209437428
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209437712
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209437947
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438157
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438659
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438693
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438727
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438757
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209438879
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233209439187
