what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984349244
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232984350173
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232984357032
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984406609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984410070
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984416021
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984419633
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984427104
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984430048
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984435850
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984438488
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984444504
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984448211
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984456581
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984459844
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984467189
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984469795
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984476858
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984484045
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984498445
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984502983
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984508628
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984511628
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984518477
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232984521652
