what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203887404
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203890379
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233203943615
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203944664
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233203945295
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204000702
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204003787
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204011865
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204013189
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204016336
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204021160
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204111090
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204112310
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204154246
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204157013
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204176955
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204178113
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204187944
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204190613
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204205101
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204206141
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204232722
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204235453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233204247811
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233204248683
