what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210530099
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210537997
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210539066
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233210549988
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233210551600
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210554052
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210557086
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210564465
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210565397
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210570146
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210572973
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210599050
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210601394
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210603766
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210613810
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210616747
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210617329
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210626872
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210632318
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210635089
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210641437
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233210642177
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233210651520
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233211300488
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233211300827
