what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233029008787
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233029025267
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029026093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029081943
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233029085206
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233029087828
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1233029105309
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029105569
opened,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1233029114408
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1233029114471
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029114770
executed,command,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.openSearchDialog,1233029114807
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029115263
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029122983
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029127902
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029137866
executed,command,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.openSearchDialog,1233029137900
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029138220
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029139940
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233029161295
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233029161407
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1233029161450
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233029164499
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029199801
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233029485177
