what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233209633991
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209635081
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209638449
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209639141
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209645099
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209645238
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209656670
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209656802
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209659957
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209660098
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209667383
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209667527
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209674937
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209675112
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209687423
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209687588
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209693259
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209693374
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233209703549
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209718794
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209723582
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233209728300
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233209740005
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233209740195
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233209750998
