what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032185243
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032187854
activated,view,org.python.pydev,1.4.2,org.python.pydev.navigator.view,1233032189960
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032193168
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032219705
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032220798
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032222375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032223916
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032225268
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032226232
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032229736
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032249155
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032252662
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032263989
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032304223
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032306258
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032309895
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233032332030
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032332741
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233032344921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233032355144
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032384256
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032386990
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233032387813
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233032390956
