what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.redo,1232997841234
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997842900
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997845842
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997861256
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997862218
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232997864412
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997865843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997868782
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997883876
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997885565
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1232997887839
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.redo,1232997889465
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.redo,1232997889719
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997894550
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997898170
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997906990
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997908545
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997910736
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997912623
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232997925495
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997926048
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997929157
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232997944801
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1232997945860
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1232997951416
