what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233216935753
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1233216998010
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233216998895
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217000895
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217003808
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217013965
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217015137
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217018973
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217024768
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217027545
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217032595
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217033580
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217035321
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1233217053580
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217054707
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217057544
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217062237
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217064310
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217065052
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233217066190
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217102311
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217105492
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233217113878
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217115621
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1233217151987
